country,city,year,aqi,pm2.5,pm10,deforestation_rate_%,afforestation_rate_%,vehicles_increase_%,industries_increase_%,env_budget_million_usd,population_density_per_sqkm,co2_emissions_mt,green_space_ratio_%,avg_life_expectancy_index,vehicles_per_density,green_space_per_capita
Philippines,Zamboanga,2016,190.91,109.69,149.49,4.35,0.53,9.74,8.33,66.12,9674.8,224.98,27.58,72.41,0.0010067391573986026,0.002850704924132799
Philippines,Zamboanga,2016,158.76,102.74,113.74,3.43,1.88,5.86,8.52,314.6,9564.07,175.36,32.65,75.05,0.0006127098609692318,0.0034138185939667945
Philippines,Zamboanga,2016,85.15,38.83,85.61,1.45,2.07,7.39,4.58,309.49,9977.25,136.41,34.79,79.94,0.000740685058508106,0.003486932772056428
Philippines,Zamboanga,2016,130.5,57.31,123.93,2.73,1.04,8.19,8.55,311.77,12755.61,215.86,27.63,76.92,0.0006420704301871882,0.0021661057370051294
Philippines,Zamboanga,2016,118.37,60.73,116.66,4.24,1.95,10.17,4.55,77.62,2242.24,176.73,39.35,77.26,0.004535642928500071,0.017549414870843445
Philippines,Zamboanga,2016,101.25,58.97,84.35,0.76,0.75,7.26,9.83,297.31,863.01,203.35,40.62,78.84,0.00841241700559669,0.047067820766850905
Philippines,Zamboanga,2016,119.79,82.52,114.98,2.63,0.64,13.25,8.46,327.9,1010.08,207.05,38.28,77.67,0.013117772849675273,0.037897988278156186
Philippines,Zamboanga,2016,175.83,93.67,173.1,2.09,1.88,12.06,8.09,175.45,13112.08,246.95,30.44,73.63,0.0009197625395818208,0.002321523358612821
Philippines,Zamboanga,2016,133.15,92.35,122.68,1.35,0.41,11.66,6.4,312.6,1864.23,199.57,38.03,76.75,0.006254593049140932,0.020399843366966524
Philippines,Zamboanga,2016,67.47,34.98,72.92,1.21,2.65,5.13,5.42,205.83,9083.24,147.27,37.64,80.91,0.0005647764454093473,0.0041438957904888565
Philippines,Zamboanga,2016,132.95,54.53,145.55,3.49,2.7,7.71,3.64,277.3,7613.59,138.96,36.99,76.69,0.0010126628830814373,0.004858417645289542
Philippines,Zamboanga,2016,129.11,68.66,102.56,3.15,1.01,6.81,5.47,159.96,2322.82,131.0,37.57,76.71,0.0029317811969933093,0.01617430537019657
Philippines,Zamboanga,2016,57.27,25.56,52.99,1.0,2.1,8.22,5.94,289.29,2085.52,162.86,43.22,81.76,0.003941463040392804,0.020723848248877977
Philippines,Zamboanga,2016,142.17,80.23,103.24,2.16,0.51,6.56,9.34,204.07,12683.49,196.87,26.67,75.93,0.0005172078032150457,0.002102733553619706
Philippines,Zamboanga,2016,100.57,45.63,103.73,0.95,2.63,5.91,9.58,375.1,12770.21,193.31,34.16,79.05,0.0004627958349940996,0.0026749755877154722
Philippines,Zamboanga,2016,70.07,42.07,69.71,2.33,2.67,7.08,6.38,107.86,4281.33,178.24,41.4,80.54,0.001653691726636349,0.009669892299822718
Philippines,Zamboanga,2017,123.29,56.68,113.14,1.17,2.12,12.92,5.94,368.73,8918.95,218.69,36.27,77.52,0.001448601012451017,0.004066622192074179
Philippines,Zamboanga,2017,125.0,61.48,117.2,4.49,1.49,7.31,9.04,263.99,2577.34,182.24,37.39,77.19,0.002836257536840308,0.014507205102935584
Philippines,Zamboanga,2017,165.92,94.33,148.26,2.31,0.94,12.23,7.78,147.72,11943.78,229.92,28.57,74.23,0.0010239639377148608,0.0023920400409250674
Philippines,Zamboanga,2017,82.47,44.51,68.04,0.58,1.66,6.72,5.2,304.54,1311.49,136.92,43.09,80.11,0.005123942996134168,0.03285575947967579
Philippines,Zamboanga,2017,73.83,43.96,73.74,2.24,1.59,7.35,4.89,77.07,2595.66,123.74,39.94,80.23,0.0028316497538198376,0.015387223288103989
Philippines,Zamboanga,2017,179.85,83.72,154.17,3.21,0.8,11.74,7.66,225.46,6895.03,221.6,32.28,73.46,0.0017026756953921883,0.004681633002321963
Philippines,Zamboanga,2017,184.08,115.05,150.44,2.65,0.55,13.75,9.97,193.66,4474.41,246.3,34.53,73.12,0.0030730308576996743,0.00771721858300871
Philippines,Zamboanga,2017,141.63,89.85,109.0,3.32,2.62,7.54,7.15,247.9,10726.35,186.11,33.82,76.05,0.000702941820843064,0.0031529830743915683
Philippines,Zamboanga,2017,47.55,21.73,48.36,0.6,2.44,6.64,3.94,368.89,4813.85,130.67,41.92,82.57,0.0013793533242622846,0.008708206529077557
Philippines,Zamboanga,2017,173.27,110.64,170.14,2.5,1.78,12.98,9.2,227.06,11667.46,243.26,31.18,73.9,0.0011124957788584662,0.002672389706071416
Philippines,Zamboanga,2017,129.79,67.42,135.56,1.08,0.34,13.87,9.24,155.9,9556.27,237.17,30.38,76.66,0.001451403110209318,0.0031790646350511233
Philippines,Zamboanga,2017,117.3,74.14,83.67,1.32,0.32,10.17,8.31,385.35,7910.39,216.16,31.74,77.95,0.0012856508971112676,0.004012444392754339
Philippines,Zamboanga,2018,90.8,44.14,97.04,0.5,0.91,8.15,9.21,137.07,2256.44,199.16,39.96,79.22,0.003611884206980908,0.017709312013614364
Philippines,Zamboanga,2018,66.32,28.88,66.07,1.41,2.87,12.0,4.19,198.77,1128.22,170.09,46.06,80.98,0.01063622343160022,0.04082537093829218
Philippines,Zamboanga,2018,154.64,84.77,163.4,1.74,0.73,11.9,7.07,397.1,11752.48,209.36,28.71,75.49,0.0010125522442922686,0.0024428886498849608
Philippines,Zamboanga,2018,110.67,65.69,82.45,4.32,0.47,6.4,7.05,284.71,6117.93,179.96,30.98,78.19,0.0010461054637761465,0.0050638042605914094
Philippines,Zamboanga,2018,98.75,39.62,93.03,2.53,0.48,4.77,7.73,265.61,4632.33,170.95,34.3,78.95,0.0010297193852769556,0.007404481114255676
Philippines,Zamboanga,2018,160.07,71.03,167.92,1.74,2.63,11.5,7.21,285.73,8912.36,193.14,37.22,74.9,0.0012903428497053528,0.00417622268400289
Philippines,Zamboanga,2018,196.35,90.9,161.49,3.12,2.23,10.16,7.92,312.2,12968.18,222.26,30.59,72.53,0.0007834561210593931,0.00235885066370146
Philippines,Zamboanga,2018,130.99,82.64,97.99,3.93,1.25,5.88,8.15,229.74,9214.85,160.26,30.61,76.73,0.0006381004574138483,0.003321812075074472
Philippines,Zamboanga,2018,187.9,122.61,135.89,1.98,1.72,6.6,6.85,168.42,14822.39,175.66,28.36,72.81,0.000445272321130398,0.0019133216707966799
Philippines,Zamboanga,2018,137.6,74.37,143.22,1.27,2.24,7.78,7.72,343.32,9863.99,180.21,35.6,76.51,0.0007887274824893376,0.0036090871949383567
Philippines,Zamboanga,2018,100.97,69.35,94.64,4.33,1.85,12.24,3.93,63.94,3523.08,189.77,37.7,78.4,0.003474232773595831,0.01070086401671265
Philippines,Zamboanga,2018,117.08,77.22,90.64,3.82,2.13,4.31,6.86,391.59,13932.27,161.58,28.64,77.98,0.0003093537521164892,0.002055659271604699
Philippines,Zamboanga,2018,140.76,90.29,145.03,3.48,1.53,11.95,6.21,325.7,3076.02,197.34,38.03,76.27,0.003884890215278184,0.012363378651634255
Philippines,Zamboanga,2018,116.05,56.87,120.95,3.44,0.81,4.41,3.32,327.63,10643.75,128.88,28.34,77.92,0.0004143276570757487,0.002662595419847328
Philippines,Zamboanga,2018,162.28,97.92,169.36,1.81,1.5,11.77,4.79,311.0,14380.52,212.36,28.33,74.8,0.0008184683168619771,0.001970026118666084
Philippines,Zamboanga,2019,101.45,44.43,106.31,0.68,1.47,12.33,5.61,231.97,10470.42,205.59,33.27,78.7,0.0011776031907029519,0.003177522964694826
Philippines,Zamboanga,2019,106.57,50.27,85.74,2.66,0.74,4.64,5.58,243.18,4698.96,112.46,34.87,78.38,0.0009874525426902974,0.007420790983536782
Philippines,Zamboanga,2019,135.12,77.69,112.22,4.3,2.93,7.55,8.14,311.27,2498.73,184.45,41.99,76.61,0.0030215349397493927,0.01680453670464596
Philippines,Zamboanga,2019,129.18,84.4,92.96,4.0,0.61,9.67,5.49,253.12,11574.4,178.29,26.26,76.89,0.0008354644733204313,0.002268800110588886
Philippines,Zamboanga,2019,171.69,79.16,148.53,2.59,2.17,13.26,9.72,221.08,9432.57,233.26,34.48,74.0,0.0014057674631622135,0.0036554194668049107
Philippines,Zamboanga,2019,77.93,46.53,69.71,1.58,2.48,10.95,3.69,384.61,2544.55,160.56,43.3,80.57,0.004303314927983336,0.017016761313395294
Philippines,Zamboanga,2019,115.24,68.23,125.83,1.59,2.38,8.6,9.73,223.95,8752.07,227.32,36.79,77.76,0.0009826246819323885,0.004203576982359602
Philippines,Zamboanga,2019,110.09,66.92,116.58,0.6,2.52,5.21,3.88,380.56,9401.55,115.42,37.55,78.42,0.0005541639410522733,0.003994022262286538
Philippines,Zamboanga,2019,142.96,73.65,129.72,2.12,0.84,11.48,8.56,346.65,10986.06,215.82,29.43,76.16,0.0010449606137232093,0.002678849378212025
Philippines,Zamboanga,2019,99.56,55.39,93.54,3.23,2.8,4.66,6.16,302.7,2577.53,117.51,42.6,78.97,0.0018079324003988314,0.016527450698924938
Philippines,Zamboanga,2019,143.91,86.11,130.01,2.64,2.76,11.44,6.1,123.97,7185.43,188.67,38.46,75.65,0.0015921107017951603,0.005352498041174989
Philippines,Zamboanga,2019,160.01,73.04,121.28,4.39,1.1,8.76,4.5,190.24,6646.72,165.59,32.26,74.71,0.0013179432863126474,0.004853521737037215
Philippines,Zamboanga,2019,92.77,57.35,78.65,1.22,2.59,11.3,8.47,214.68,2206.91,193.65,44.34,79.24,0.00512028129828584,0.02009144006778709
Philippines,Zamboanga,2019,88.94,60.73,70.37,0.58,1.27,7.72,8.58,217.35,7803.49,190.16,35.43,79.51,0.000989300940989224,0.004540276209747177
Philippines,Zamboanga,2019,124.56,62.17,124.35,0.78,2.38,10.22,4.45,310.35,7564.29,190.65,38.81,77.32,0.001351085164635412,0.005130686422651696
Philippines,Zamboanga,2019,125.22,69.37,105.92,3.82,2.53,5.61,8.82,290.92,6785.1,172.69,36.97,77.23,0.0008268116903214397,0.0054487037773945845
Philippines,Zamboanga,2019,204.86,86.91,221.51,3.75,1.54,13.28,3.51,295.09,13439.95,206.24,27.43,71.93,0.00098809891405846,0.0020409302117939425
Philippines,Zamboanga,2019,162.82,81.22,173.67,2.59,0.53,5.4,4.06,107.64,13360.59,130.55,25.64,74.36,0.0004041737677752255,0.0019190769269919966
Philippines,Zamboanga,2019,125.37,80.75,105.38,1.89,1.28,9.7,4.38,257.63,3707.03,150.96,38.25,77.16,0.002616649986646992,0.010318233194767778
Philippines,Zamboanga,2019,139.74,60.27,133.59,2.22,2.52,8.22,7.45,199.6,5485.55,162.46,39.86,76.08,0.0014984823764253358,0.007266363445780277
Philippines,Zamboanga,2020,173.72,103.02,143.63,3.13,1.93,10.22,9.95,82.6,12762.8,244.72,29.88,73.58,0.0008007647224746922,0.002341179051618767
Philippines,Zamboanga,2020,157.65,99.73,162.2,4.42,1.22,11.65,9.19,398.18,6198.31,244.41,33.02,75.29,0.001879544585540252,0.005327258559187907
Philippines,Zamboanga,2020,131.27,83.41,114.74,0.93,1.75,12.99,8.14,351.49,3830.57,204.24,40.5,76.95,0.0033911402219513023,0.010572839029178424
Philippines,Zamboanga,2020,95.51,59.1,103.09,3.33,1.54,7.19,6.08,392.27,4625.95,147.31,36.67,79.42,0.0015542753380386734,0.00792702039581059
Philippines,Zamboanga,2020,179.21,73.42,137.01,1.61,2.49,12.72,8.36,224.3,12228.91,236.93,33.63,73.5,0.0010401581171175518,0.002750040682284848
Philippines,Zamboanga,2020,151.16,83.58,145.93,4.29,1.09,13.89,3.04,210.28,4778.75,162.58,34.21,75.34,0.002906617839393147,0.0071587758304996075
Philippines,Zamboanga,2020,166.24,66.77,168.8,3.73,1.51,10.87,6.98,107.93,14134.66,198.23,26.66,74.13,0.0007690315861860137,0.0018861437063219066
Philippines,Zamboanga,2020,103.18,63.71,90.2,1.36,0.39,8.98,8.72,371.83,4015.33,188.56,35.81,78.86,0.0022364288862932813,0.008918320536543697
Philippines,Zamboanga,2020,92.24,41.14,96.45,3.76,1.38,8.66,5.18,135.73,5795.07,177.37,34.6,79.12,0.0014943736658918703,0.00597059224478738
Philippines,Zamboanga,2020,160.36,83.44,163.81,3.39,2.83,11.73,9.52,165.66,5956.41,228.06,39.15,74.64,0.0019693070154673704,0.006572751036278563
Philippines,Zamboanga,2021,152.43,78.55,138.26,2.99,0.44,11.75,8.83,133.84,5064.55,209.61,33.25,75.11,0.002320048178021739,0.006565242716529603
Philippines,Zamboanga,2021,197.93,102.98,186.91,4.45,1.45,6.61,8.2,303.11,14641.16,194.78,25.25,72.41,0.0004514669602681755,0.0017245901281046038
Philippines,Zamboanga,2021,143.74,99.24,154.17,2.37,2.98,7.17,8.34,64.51,14660.51,194.73,31.9,75.55,0.0004890689341639547,0.0021759133890976506
Philippines,Zamboanga,2021,145.48,87.39,158.52,3.75,2.31,7.76,3.34,318.97,8679.89,139.09,34.5,75.94,0.0008940205463433292,0.003974704748562482
Philippines,Zamboanga,2021,142.91,82.99,115.29,4.09,0.43,5.81,5.49,60.39,12659.86,141.4,24.55,75.59,0.0004589308254593652,0.0019391999595572147
Philippines,Zamboanga,2021,141.69,93.58,143.34,4.24,1.0,12.24,4.69,223.3,2409.98,166.24,36.35,76.0,0.0050788803226582795,0.015083112722927162
Philippines,Zamboanga,2021,180.14,115.47,151.33,2.96,1.53,9.25,4.22,352.11,13986.09,165.48,27.64,73.7,0.0006613714054464114,0.001976249259085277
Philippines,Zamboanga,2021,143.99,96.47,130.81,4.43,1.44,5.99,7.43,399.16,12752.64,193.2,27.12,76.2,0.00046970666465923923,0.0021266184884071067
Philippines,Zamboanga,2021,166.78,72.86,167.57,1.02,1.71,13.47,7.62,187.53,8790.76,227.09,35.31,74.26,0.0015322907234414317,0.0040167175534311025
Philippines,Zamboanga,2021,107.15,57.13,95.59,2.94,0.49,8.22,4.15,323.01,7849.26,162.77,30.69,78.5,0.001047232477966076,0.003909922718829546
Philippines,Zamboanga,2021,68.26,28.69,60.43,1.1,0.87,4.89,4.74,392.29,5503.94,120.82,36.0,81.23,0.0008884544526284807,0.006540768976405993
Philippines,Zamboanga,2021,183.87,81.61,174.0,2.42,1.64,9.75,9.54,159.01,12188.51,211.77,30.31,73.06,0.0007999337080578348,0.0024867682760238946
Philippines,Zamboanga,2021,125.82,73.76,114.45,2.04,2.87,9.61,7.34,190.12,7137.64,201.67,39.42,76.99,0.0013463833984342162,0.005522833877864392
Philippines,Zamboanga,2021,85.96,39.56,82.2,2.92,1.76,4.02,7.27,368.45,5972.22,142.28,36.38,80.01,0.0006731165295317318,0.006091537150339405
Philippines,Zamboanga,2021,131.31,82.63,117.89,2.6,2.22,11.87,6.5,258.81,13944.37,224.97,30.11,76.76,0.000851239604227369,0.0021592943962330316
Philippines,Zamboanga,2021,195.45,85.29,149.1,2.5,1.87,9.6,8.02,252.63,14061.64,219.14,29.05,72.48,0.0006827084180792567,0.002065904119291918
Philippines,Zamboanga,2021,131.59,52.92,107.03,0.61,2.77,6.18,9.58,315.65,13717.21,215.04,33.97,76.86,0.0004505289340908246,0.002476451115059112
Philippines,Zamboanga,2022,89.7,36.75,92.76,2.48,2.99,5.36,3.82,306.81,8772.05,121.24,37.72,79.63,0.0006110316288666846,0.004300021089711071
Philippines,Zamboanga,2022,50.17,31.82,41.92,1.11,2.13,7.7,6.38,154.29,1718.37,165.78,43.56,81.96,0.004480990706308886,0.025349604567118843
Philippines,Zamboanga,2022,111.2,57.83,119.85,3.8,2.34,10.14,7.24,87.56,4687.16,211.77,38.53,77.76,0.0021633569154882702,0.00822032958123896
Philippines,Zamboanga,2022,127.53,66.7,99.55,2.12,0.57,13.47,6.67,305.38,7909.1,227.13,31.69,77.11,0.0017031014906879417,0.0040067770037045935
Philippines,Zamboanga,2022,221.37,104.26,207.48,2.62,0.49,10.97,7.63,183.0,12997.41,206.8,25.86,70.61,0.0008440143074658721,0.0019896271641811716
Philippines,Zamboanga,2022,118.96,51.55,100.72,0.68,0.45,12.67,8.5,273.46,3071.2,225.99,37.61,77.62,0.004125423287314405,0.012246027611357124
Philippines,Zamboanga,2022,119.22,83.2,114.51,1.63,0.31,10.95,5.69,336.99,9960.55,209.92,29.35,77.73,0.0010993368840074092,0.0029466244333897227
Philippines,Zamboanga,2022,73.05,42.21,65.03,3.38,0.54,5.82,8.04,365.71,1957.86,142.87,36.27,80.86,0.0029726333854310323,0.018525328675186175
Philippines,Zamboanga,2022,112.96,58.75,122.21,2.7,0.56,13.5,4.37,265.69,3625.36,195.78,35.35,78.0,0.0037237681223381953,0.009750755787011497
Philippines,Zamboanga,2022,153.27,95.08,157.93,1.72,2.53,8.84,4.84,329.29,12826.65,192.58,33.04,75.44,0.0006891900847064511,0.0025758869229299936
Philippines,Zamboanga,2022,128.49,56.79,127.92,0.84,1.84,12.31,6.34,220.7,11089.09,194.45,33.59,76.88,0.0011101001074028617,0.0030291033799888
Philippines,Zamboanga,2022,134.3,67.62,143.15,4.01,2.18,10.49,4.16,147.43,5336.96,156.44,37.2,76.34,0.001965538433864972,0.006970260223048328
Philippines,Zamboanga,2022,189.41,114.9,147.97,4.48,0.81,6.99,3.93,155.65,13224.5,141.36,24.74,72.68,0.0005285644069719082,0.0018707701614427766
Philippines,Zamboanga,2022,110.92,52.52,91.29,3.63,1.64,7.06,9.79,95.28,2050.12,202.88,39.24,77.8,0.0034437008565352274,0.019140343004311944
Philippines,Zamboanga,2022,148.65,62.69,122.97,1.74,1.21,13.42,4.74,131.36,10037.62,218.91,31.86,75.35,0.0013369703176649443,0.003174059189329741
Philippines,Zamboanga,2022,64.89,29.19,67.25,0.5,0.34,4.6,5.47,273.21,8952.4,152.78,31.56,81.22,0.0005138286939815022,0.0035253116482730886
Philippines,Zamboanga,2022,165.93,83.87,136.57,2.64,1.85,4.73,6.43,157.75,14765.68,152.86,28.14,74.25,0.0003203374311240661,0.0019057706790340844
Philippines,Zamboanga,2022,146.41,71.29,111.83,1.16,2.81,10.9,3.46,239.96,14237.52,165.51,33.05,75.72,0.0007655827700329832,0.00232133124308166
Philippines,Zamboanga,2023,169.28,99.35,159.62,2.45,2.68,13.54,8.56,204.07,5224.51,231.51,40.38,74.12,0.0025916306026785283,0.007728954485683825
Philippines,Zamboanga,2023,129.0,63.03,138.71,4.18,1.34,4.35,3.23,355.13,9999.43,116.36,29.84,77.11,0.0004350247964133955,0.0029841700976955686
Philippines,Zamboanga,2023,48.54,22.36,41.2,1.05,2.27,7.96,4.26,190.53,4601.03,140.55,41.15,82.14,0.001730047402429456,0.0089436495741171
Philippines,Zamboanga,2023,119.82,69.92,116.35,3.67,2.0,10.03,3.68,157.1,5892.32,148.06,36.45,77.33,0.001702215765606756,0.00618601841040541
Philippines,Zamboanga,2023,174.7,85.85,168.78,2.0,1.2,11.95,9.2,97.7,10372.62,226.27,31.22,73.55,0.001152071511344289,0.003009847078173113
Philippines,Zamboanga,2023,192.59,87.82,167.9,2.18,1.32,12.88,8.55,244.84,9806.2,218.83,31.97,72.65,0.001313454753115376,0.003260182333625665
Philippines,Zamboanga,2023,146.51,65.92,117.6,4.44,2.02,7.29,9.01,71.72,1973.03,168.66,39.65,75.38,0.0036948247112309493,0.02009599448563884
Philippines,Zamboanga,2023,121.55,61.39,99.15,2.89,2.16,7.27,9.66,126.01,7754.63,216.36,35.83,77.15,0.0009375044328356091,0.004620465450962844
Philippines,Zamboanga,2023,83.66,34.04,65.11,1.12,2.92,6.24,3.04,276.73,13133.29,138.49,34.51,79.98,0.0004751284712360726,0.0026276736446084717
Philippines,Zamboanga,2023,147.09,80.93,123.32,4.21,0.55,13.37,4.12,247.36,11321.98,205.23,26.11,75.69,0.0011808888551295797,0.002306133732792321
Philippines,Zamboanga,2023,94.25,40.57,66.06,4.33,2.12,4.97,6.88,189.47,4611.43,162.32,37.41,79.1,0.001077756791277326,0.008112451018447639
Philippines,Zamboanga,2023,133.08,55.17,121.11,3.39,0.32,7.12,9.95,94.58,3113.76,173.33,34.44,76.32,0.0022866245311135088,0.011060582703869275
Philippines,Zamboanga,2023,129.05,81.67,133.44,1.24,2.17,8.65,6.67,310.31,8361.49,172.81,36.91,77.02,0.0010345046158041211,0.004414285013795388
Philippines,Zamboanga,2023,69.25,46.8,67.68,3.34,2.06,5.27,4.05,101.84,1597.52,110.38,41.23,80.59,0.003298863238018929,0.025808753568030446
Philippines,Zamboanga,2023,161.74,65.45,151.86,1.22,2.94,13.55,6.78,250.83,7438.34,214.48,40.17,74.72,0.0018216430009921568,0.005400398476004055
Poland,Gdansk,2014,185.12,124.18,182.99,2.89,0.72,10.18,9.13,121.49,10199.4,204.94,29.06,72.9,0.0009980979273290587,0.0028491872070906133
Poland,Gdansk,2014,103.5,43.88,104.52,3.82,1.42,8.7,3.11,162.34,5590.94,141.67,34.85,78.42,0.0015560889582073856,0.0062332988728192405
Poland,Gdansk,2014,105.51,56.92,92.17,1.77,1.75,6.42,7.07,106.1,7385.95,185.75,36.08,78.18,0.0008692179069720212,0.00488495048030382
Poland,Gdansk,2014,85.58,34.6,79.05,3.52,2.45,5.65,7.7,80.68,2086.58,137.9,41.75,79.46,0.0027077801953435767,0.020008818257627313
Poland,Gdansk,2014,129.27,51.75,122.45,2.94,2.15,4.57,8.28,172.56,3290.57,154.05,40.22,76.73,0.001388817135025239,0.012222806383088643
Poland,Gdansk,2014,134.47,62.64,122.68,4.14,1.72,11.77,6.23,92.3,4040.58,203.64,36.97,76.22,0.0029129481411084546,0.00914967653158705
Poland,Gdansk,2014,101.67,59.21,90.96,1.95,1.99,7.14,4.02,167.25,12248.43,146.8,31.78,78.56,0.0005829318533069136,0.002594618249032733
Poland,Gdansk,2014,161.47,77.42,162.14,3.54,1.15,11.94,4.62,174.62,14251.34,192.77,25.67,74.58,0.0008378159527454962,0.0018012341295625535
Poland,Gdansk,2014,193.86,81.46,143.34,2.5,2.69,8.74,9.55,188.12,13625.28,205.4,31.93,72.45,0.000641454707719768,0.0023434380798045985
Poland,Gdansk,2014,122.87,64.55,92.57,4.31,2.12,4.0,9.38,78.75,4435.66,176.76,37.6,76.97,0.0009017823728599577,0.008476754304883602
Poland,Gdansk,2014,138.36,80.77,122.56,1.47,0.38,8.99,9.04,254.14,13946.57,209.6,25.73,76.28,0.0006446029382134819,0.0018448980645420345
Poland,Gdansk,2014,100.07,57.3,101.55,0.69,2.53,6.7,7.1,181.99,3634.62,152.03,43.25,78.69,0.0018433839025812878,0.01189945578905085
Poland,Gdansk,2015,132.03,61.56,136.5,1.88,1.41,13.04,8.24,279.62,5126.61,214.69,37.24,76.76,0.002543591184037795,0.007264059485703029
Poland,Gdansk,2015,134.68,70.87,141.41,2.66,0.3,13.02,7.62,378.83,2123.3,222.47,36.13,76.78,0.006131964395045447,0.01701596571374747
Poland,Gdansk,2015,130.56,59.63,98.03,0.72,0.83,4.41,8.02,241.18,8577.79,166.86,33.19,76.78,0.0005141184384322769,0.0038692950048905364
Poland,Gdansk,2015,135.98,64.04,145.27,2.11,1.67,8.22,4.29,151.3,6970.53,141.7,35.93,76.24,0.0011792503582941328,0.0051545578313270295
Poland,Gdansk,2015,101.67,59.14,87.03,4.0,0.57,7.41,5.6,63.16,4276.56,140.04,33.44,78.35,0.0017327010494416072,0.007819368838505713
Poland,Gdansk,2015,119.94,61.32,88.22,4.37,1.08,10.55,4.11,365.96,4720.94,149.06,34.14,77.74,0.0022347244404716015,0.0072316106538104705
Poland,Gdansk,2015,155.63,67.88,112.89,3.84,2.66,10.32,8.99,270.34,9541.51,202.09,34.61,75.17,0.0010815898112562896,0.003627308465850793
Poland,Gdansk,2015,152.17,94.31,110.43,3.83,0.65,4.72,8.83,337.93,11418.45,186.47,26.68,75.53,0.0004133660873411014,0.0023365693242077515
Poland,Gdansk,2015,112.98,61.59,123.85,2.44,2.56,13.49,9.58,177.13,2577.97,243.92,42.66,77.82,0.005232799450730614,0.01654790397095389
Poland,Gdansk,2015,167.29,80.41,149.5,2.47,1.04,13.97,4.88,108.87,10931.12,211.2,29.72,74.07,0.001278002620042594,0.002718843082867995
Poland,Gdansk,2015,127.42,85.84,107.71,1.78,2.16,10.61,5.68,126.83,9541.27,207.68,35.15,76.76,0.0011120112940939727,0.0036839959460323412
Poland,Gdansk,2015,129.95,66.96,110.76,2.61,2.9,11.86,8.25,238.67,11285.04,222.38,34.79,76.81,0.0010509488668183718,0.0030828424179267415
